lat,lng,chain,address,city,state,zip
42.0124543,-87.77392920000001,Shell,5900 W Touhy Ave,Niles,IL,6074
41.19422,-73.880766,BP,67 Croton Point Ave,Croton on Hudson,NY,10520
40.6270075,-80.2309158,Sheetz,100 OHIO RIVER BLVD,BADEN,PA,15005
40.37595090000001,-80.0989824,Sheetz,1297 WASHINGTON PIKE,BRIDGEVILLE,PA,15017
40.348347,-80.11160100000001,Sheetz,3109 WASHINGTON PIKE,BRIDGEVILLE,PA,15017
40.54191,-79.798646,Sheetz,1505 PITTSBURGH STREET,CHESWICK,PA,15024
40.618840999999996,-79.732002,Sheetz,1002 CALIFORNIA AVE,NATRONA HEIGHTS,PA,15065
40.5552,-79.759846,Sheetz,325 FREEPORT ST,NEW KENSINGTON,PA,15068
40.70415500000001,-80.27794300000001,Sheetz,499 ADAMS ST,ROCHESTER,PA,15074
40.35084899999999,-80.02257099999999,Sheetz,4599 LIBRARY ROAD,BETHEL PARK,PA,15102
40.50332,-80.22299,Sheetz,9002 UNIVERSITY BLVD,MOON TOWNSHIP,PA,15108
40.513962,-79.95217699999999,Sheetz,973 WILLIAM FLYNN HIGHWAY,GLENSHAW,PA,15116
40.347955,-79.938556,Sheetz,2400 LEBANON CHURCH ROAD,WEST MIFFLIN,PA,15122
40.553313,-80.114767,Sheetz,1910 MT NEBO ROAD,SEWICKLEY,PA,15143
40.435008,-79.732631,Sheetz,4723 WILLIAM PENN HIGHWAY,MONROEVILLE,PA,15146
40.448,-80.15799999999999,Sheetz,5410 CAMPBELLS RUN ROAD,PITTSBURGH,PA,15205
40.32004,-79.94284900000001,Sheetz,1000 CLAIRTON BLVD,PITTSBURGH,PA,15236
40.336203399999995,-79.9732445,Sheetz,251 CURRY HOLLOW ROAD,PITTSBURGH,PA,15236
40.561685999999995,-80.039608,Sheetz,8607 PERRY HIGHWAY,PITTSBURGH,PA,15237
40.217152000000006,-80.20189300000001,Sheetz,300 RACETRACK ROAD,WASHINGTON,PA,15301
39.860632,-79.95482600000001,Sheetz,973 S 88 RD,CARMICHAELS,PA,15320
39.897971,-80.134272,Sheetz,398 E ROY FURMAN HIGHWAY,WAYNESBURG,PA,15370
39.896766,-80.16176999999999,Sheetz,111 E ROY FURMAN HIGHWAY,WAYNESBURG,PA,15370
40.01028099999999,-79.833359,Sheetz,1105 GRINDSTONE ROAD,BROWNSVILLE,PA,15417
39.943980999999994,-79.658221,Sheetz,2261 UNIVERSITY DRIVE,LEMONT FURNACE,PA,15456
40.02133200000001,-79.077909,Sheetz,1189 N CENTER AVE,SOMERSET,PA,15501
40.01819426,-78.48766261000002,Rutter's,8763 Lincoln Highway,Bedford,PA,15522
40.052946999999996,-78.51025300000002,Sheetz,4354 BUSINESS 220,BEDFORD,PA,15522
40.047518700000005,-78.5508684,Sheetz,9402 LINCOLN HWY,BEDFORD,PA,15522
39.999941,-78.239185,Sheetz,16417 LINCOLN HWY,BREEZEWOOD,PA,15533
39.81264699999999,-79.02554099999999,Sheetz,24 CENTER ST,MEYERSDALE,PA,15552
40.300470999999995,-79.490532,Sheetz,5064 ROUTE 30 EAST,GREENSBURG,PA,15601
